 specifically,"  특히, 구체적으로"
 performance,"  공연, 성능, 실적"
 given ,  -를 고려하면
 carefully,  주의깊게
 supply,"  공급(품),   공급하다"
 support,"  후원하다,   지원"
 adequate,"  적절한, 충분한"
 possible,  가능한
 popular,  인기있는
 substantially,  상당히
 undergo,  겪다 
 suspend,  중단하다
 rental,  임대용의
 question,  질문
 collection,  소장품
 inquiry,  문의(사항)
 originally,  원래
 effective,  효과적인
 thoroughly,  철저하게
 initiative,"  캠페인, 주도적 운동, 솔선수범"
 applicant,  지원자
 recent,  최근의
 several,  몇몇의
 successful,  성공적인
 intention,  의도
 report,"  보고서,   보고하다"
 requirement,  요구사항
 shortly,  신속히
 consider,  고려하다
 everyone,대  모든사람
 remain,  -의 상태로 남아있다. 
 join,  합류하다
 upcoming,  다가올
 actively,  적극적으로
 additionally,  추가적으로
 eligible,  자격을 갖춘
 instead,  대신에
 steadily,  꾸준히
 strategically,  전략적으로
 advice,  충고
 growth,  성장
 inspect,  점검하다
 productivity,  생산성
 approach,"  접근해오다,   접근방식"
 few,"  거의 없는,   거의 없는 사람 / 사물"
 commence,  시작하다
 supplier,  공급업체
 enclosed,  동봉된
 find,"  찾다, 알게되다"
 resolve,  해결하다
 prevent,"  예방하다, 금지하다, 방해하다"
 register for,  -에 등록하다
 send ,  보내다
 another,"  또 다른, 대  또 다른 것"
 so that,"  -하도록, ~하기 위해서, 그리하여"
 free,"  무료의, ~가 없는"
 conduct,  수행하다
 whereas,  반면에
 cancel,  취소하다
 present,"  제시하다, 발표하다, 수여하다,   현재의, 출석한"
 likely,  가능성 있는
 substatial,  상당한
 valid,  유효한
 wide,  넓은
 previously,  이전에
 specially,  특별히
 repeatedly,  반복해서
 cleaning,  세척
 demand,  수요
 enthusiasm,"  열정, 인기, 환호"
 need,"  필요로 하다,   필요, 요구사항"
 notice,"  통보, 공지문,   알아차리다"
 excellent,  훌륭한
 comply with,  준수하다
 effort,  노력
 maintain,  유지하다
 in addition to ,  게다가
 permit,"  허가하다,   허가(증)"
 whatever,  무엇이든지
 whoever,  누구든지
 inspection,  점검
 launch,"  출시하다,   출시"
 highly,  높게
 enough,"  충분한,   충분히"
 work ,"  근무하다, 작용하다,   업무, 직장, 작품"
 such as,  -와 같은
 besides,"  게다가,   ~외에"
 precisely,  정밀하게
 confirmation,"  확인, 예약확인서"
 emphasize,  강조하다
 last,"  마지막의,   마지막으로,   지속하다"
 completely,  완전히
 correctly,  정확하게
 enable,  가능하게 만들다
 replacement,"  교체자, 교체품"
 cause,  야기하다
 profitable,  수익성있는
 surround,  에워싸다
 effect,"  효과, 영향"
 employee,  직원
 error,  오류
 event,  행사
 part,"  부분, 부품"
 promotional,  홍보용의
 phase,  단계
 response,"  응답, 반응"
 address,"  연설,   연설하다, 해결하다"
 ensure,  확실히 해두다
 market,"  시장,   판매하다, 유통하다"
 none,"대  아무도, 아무것도"
 specialize in,  전문화하다
 strong ,  강력한
 generously,  관대하게
 replace,  교체하다
 negotiation,  협상
 many,"  수많은,   많은 사람들"
 exceptional,  탁월한
 book,  예약하다
 provided that ,  고려하여
 recognize,  인정하다
 appropriate,  적절한
 assemble,"  조립하다, 모으다"
 defective,  불량의
 diverse,  다양한
 compliance,  준수
 efficient,  효율적인
 functional,"  작동하는, 기능성의"
 heavy,  엄청난
 local ,  지역의
 achievement,  성과
 specific,"  구체적인, 특징의,   세부사항"
 recommendation,  추천
 personnel ,"  직원, 인력"
 regulations,  규정
 entrance,  출입(문)
 expansion,  확장
 construction,  공사
 assist,  도와주다
 identification,  신분증명
 depend on ,"  의지하다, ~에 따르다"
 measure ,"  조치, 수단,   측정하다"
 under,"  ~하에, ~중인"
 reasonably,  합리적으로
 completion,"  완성, 종료"
 remarkably,  현저히
 unfortunately,  불행히
 seldom,  좀 처럼 ~ 아닌
 acquisition,  인수
 approve,  승인하다
 transaction,  거래
 reminder,  알람
 decide,  결정하다
 arrange,"  준비하다, 예약하다, 정리하다"
 evolve,  진화하다
 exceed,  초과하다
 focus on,  포커스를 맞추다
 reach ,  도달하다
 release,"  발표하다, 출시하다,   발표, 출시"
 furthermore,  게다가
 residential,  거주용의
 in advance of ,  -이전에
 typically,  일반적으로
 obtain,  획득하다
 entirely,  전체적으로
 even,  심지어
 closely,"  세밀히, 긴밀히"
 safety,  안전
 currently,  현재
 vacant,  비어있는
 accuretely,  정확하게
 routine,  일상의
 seasonal,  계절적인
 meet ,"  충족시키다, 만나다"
 valuable,"  소중한, 가치있는"
 as well ,  게다가 
 effectively,  효과적으로
 elsewhere,  다른 어디선가
 close,"  닫다,   가까운, 세밀한"
 formally,  공식적으로
 how,"  어떻게, 얼마나"
 firmly,  확고히
 largely,  주로
 lately,  최근에
 perfectly,  완벽히
 surprisingly,  놀라울 정도로
 take,"  취하다, (시간/돈)이 들다"
 usually,  항상
 appreciation,  감사
 concern ,"  걱정, 우려사항,   우려하게 하다"
 contract,  계약(서)
 occasionally,  때때로
 like,"  -와 같이,   좋아하다"
 day,  일
 delay,"  지연시키다,   지연"
 development,"  개발, 최신소식"
 consideration,"  고려, 심사숙고"
 presentation,  발표
 opening,"  개업, 공석,   시작하는"
 industry,  산업(체)
 employ,  고용하다
 order,"  주문(서), 순서,   주문하다"
 position,"  직위, 일자리"
 preparation,  준비
 recognition,"  인정, 기념"
 recruit,"  모집하다,   신입사원"
 attract,"  매료시키다, 유치하다"
 representative ,"  대표,   대신하는"
 request,"  요청(서),   요청하다"
 restoration,  복구
 delegate,"  위임하다,   파견자"
 terms,"  기간, 용어, 조건"
 earnings,  수익금
 at least,  최소
 considerable,  상당한
 appear,"  나타나다, 드러나다"
 apply for,"  신청하다, 지원하다"
 begin,  시작하다
 assure,  확신하게 만들다
 apologize for,  사과하다
 claim,"  청구,   청구하다"
 promise,"  약속하다,   약속"
 rate,"  비율, 요금,   등급을 매기다"
 rise ,"  상승하다,   상속"
 predict,  예측하다
 direct,"  직접적인,   보내다, 안내하다"
 face ,  직면하다
 open ,"  공개된, 비어있는, 열린,   열다"
 inform,  -에게 통보하다
 note,"  명시하다, 기록하다"
 award,"  상,   시상하다"
 clear,  확실한
 become,  되다
 accommodate,  수용하다
 assume,"  떠맡다, 추정하다"
 value,"  가치, 가치있는 물건,   가치를 두다"
 refer to ,"  참조하다, 언급하다"
 certified,  검증된
 seek,"  찾다, 구하다"
 normally,  보통
 commit,  위임하다
 impressed,  감명받은
 affect,  영향을 끼치다
 organizational,  조직상의
 existing,  기존의
 produce,"  제작하다,   농산물"
 distribution ,"  유통, 배포"
 more than ,  이상
 desired,"  원하는, 갈망하는"
 ease,  편의
 current,  현재의
 come,  오다
 retrieve,  회수하다
 brief,"  간략히 설명하다,   간략한, 잠시동안의"
 shift,"  전환, 근무조"
 poor,  저조한
 attempt,"  시도,   시도하다"
 addition,"  추가(물), 추가인력"
 challenging,  까다로운
 generous,  관대한
 repeat,  반복하다
 information,  정보
 reflect,  반영하다
 immediate,  즉각적인
 important,  중요한
 late,"  늦은,   늦게"
 inviting ,  매력적인
 less,"  더 적은,   덜"
 promising,  (장래가) 유망한
 necessary,  필수적인
 objective,  목적
 official,"  공식적인,   고위간부"
 noticeable,  눈에 띄는
 powerful,  강력한
 familiar,  친숙한
 faster,"  더 빠른,   더 빠르게"
 enthusiastic,  열정적인
 further,"  추가적인,   추가로"
 optional,  선택가능한
 delivery,  배송
 quietly,  조용하게
 correspondance,  서신왕래 (편지)
 elect,  선출하다
 exhibit,"  전시하다,   전시품"
 finish,  끝내다
 merge with,  합병하다
 relatively,  비교적으로
 routinely,"  일상적으로, 자주"
 there,  거기에서
 affordably,  틀림없이
 preferred,  선호되는
 urgently,  긴급하게
 probable,  가능성 있는
 accomplishments,"  성과, 업적"
 article,  기사
 attendance,"  참가(율), 참가자 수"
 benefit,"  복지혜택,   혜택을 받다"
 career,"  전공, 이력"
 celebration,"  축하, 축하연"
 collaboration,  협력
 host,"  주최하다, 모시다"
 no ,  없는
 more,"  더 많은,   더욱"
 investment,"  투자, 투자금"
 quite,  꽤
 donate,  기부하다
 style,"  스타일, 형태"
 remarkable,  현저한
 task,  업무
 preside over,  (회의를) 주재하다
 indicate,"  나타내다, 표시하다"
 pick up ,  가져가다
 post,  게시하다
 ship,  배송하다
 sell,  팔다
 remove,  제거하다
 verify,  확인하다
 except for,  제외하고
 rewarding,  보람된
 variation,"  변수, 변형물"
 instead of,  대신에
 someone,대  누군가
 registration,  등록
 attractive,  매력적인
 comfortable,  편안한
 competent,  유능한
 correct,"  정확한,   수정하다"
 creative,  창조적인
 different,  다른
 distinctive,  독특한
 educational,  교육의
 excited,  기쁜
 expensive,  값비싼
 next,  다음의
 optimal,  최적의
 high,"  높은,  높게"
 acquire,"  획득하다, 인수하다"
 rare,  희귀한
 practical,  실용적인
 relaxing,  편안한
 subject,  영향을 받는
 total,"  총, 전체의"
 unable,  할 수 없는
 ask ,  요청하다
 even so,  그렇다 하더라도
 far,"  훨씬,   거리가 먼"
 unforeseen,  예기치 않은
 gently,  부드럽게
 hardly,  거의 아닌
 eagerly,  열렬히
 in particular,  특히
 durable,  내구성이 강한
 earlier,"  더 이른,   보다 일찍, ~초에"
 notwithstanding,  그럼에도 불구하고
 monitor,  점검하다
 where,  (앞명사) 그 곳에서
 owing to,  -때문에
 courtesy  ,  호의
 proceed with,  (주어가) 나아가다
 quick,  빠른
 instructinal,  지침용의
 technical,  기술적인
 hold,"  개최하다, 보유하다"
 active,  활동적인
 aspire,  열망하다
 alternative,"  대안의,   대안"
 clean,  깨끗한
 collaborative,  협력적인
 commendable,  칭찬할 만한
 confidential,  기밀의
 critical,"  중요한, 비판적인"
 comprehensive,  종합적인
 distinct,"  뚜렷한, 확연한"
 cooperation,  협력
 consequence,  결과
 decision,  결정
 dedication,  헌신
 feasibility,  실행가능성
 determine,"  판단하다, 결정하다"
 opportunity,  기회
 instructions,  지시사항
 lengthy,"  장황한, 기나긴"
 location,"  지점, 위치"
 loyality,  고객충성(도)
 maintenance,"  설비 점검 (부서), 유지보수"
 merchandise,  상품
 option,  선택사항
 designate,  지정하다
 performer,"  공연자, 공연업체"
 period,  기간
 photograph,  사진
 renowned,  저명한
 procedure,"  절차, 과정"
 progress,"  성과, 진행"
 publication,  발행(물)
 reason,  이유
 decline ,"  거절하다, 감소하다,   감소"
 sizable,  큰
 impact,  영향
 stable ,  안정한
 thorough,  철저한
 unwanted,  원치않은
 vulnerable to,  -에 치명적인
 accidently,  우연히
 accordingly,"  걸맞게, 상응하게"
 willing,  자발적인
 alternatively,"  대안으로, 혹은"
 always,  항상
 barely,  가까스로
 briefly,  간략하게
 relocation,  이주
 leading,"  선도하는, 일류의"
 damage,"  손실,   손실을 입히다"
 near,  가까이에
 resolution,  결의 (안)
 two,  둘의
 selection,  소장품
 service,  근무
 show,"  보여주다,   쇼"
 accelerate ,"  가속화하다, 촉진시키다"
 space ,  공간
 submissions  ,  제출(서류/작품)
 distributor ,  유통업자(체)
 consequently,  그 결과로
 continuously ,  계속해서 
 diligently ,  부지런하게
 dramatically ,  엄청나게
 exactly ,  정확하게
 very,  매우 
 inside ,  안쪽에  
 if so ,  만약 그러하다면
 mistakenly   ,  실수로
 surpass,  초과하다 
 much ,"  (양이)많은,   훨씬"
 newly  ,  새롭게
 favorably ,  우호적으로
 first  ,"  우선,   첫번째의"
 primarily ,  주로
 probably ,"  아마도, 유력하게"
 regretfully,  유감스럽게도
 readily ,  쉽게
 inaccessible,  이용불가한
 strictly,  엄격하게
 strongly ,  강력히
 then ,"  바로 그 때 , 그러고 나서,   그 때"
 next to ,  옆에 
 widely ,  널리
 coverage,"  보상, 취재"
 administrator ,  관리자 
 admiration,"  감탄, 찬사"
 admission,  입장
 on behalf of ,"  -대신, ~를 대표하여"
 arrangements ,"  준비, 예약"
 authority,"  권한, 권위기관"
 break ,  휴식기간
 candidate,  지원자
 challenge,"  도전과제, 업무"
 comments,"  이야기, 피드백"
 why,  왜 하는지
 competition,"  대회, 경쟁"
 temporary,  일시적인
 convenience,"  편의, 편리"
 destination,  목적지
 description,  설명
 sufficient,  충분한
 employment,  고용(율)
 delight,  기쁘게 만들다
 equipment,  설비
site,  장소
 past,"  지나쳐서,   과거의"
 firm,"  회사,   확고한"
 founding,  설립
 help,"  도움을 주다,   도움"
 anticipate,  기대하다
 economical,  저렴한
 assurance,  확신
 create,  (새롭게) 만들다
 full,"  가득찬, 100%의"
 contribution,"  기여, 기부"
 emerge as,  -로서 부상하다
 rapid,  급속한
 pending,"  임박한, 미정의"
 comparatively,  비교적
 application,"  약속, 임명"
 roughly,  대략
 perform,"  실행하다, 공연하다, 작동하다"
 a series of,  다양한
 as a result of ,  -의 결과로
 verify,  다양화하다
 lower,"  더 낮은,    낮추다"
 contact,  연락하다
 bulid,"  건설하다, 형성하다"
 basic,  기본적인
 consult,"  상담하다, 참조하다"
 neither,  둘 다 아닌
 separate,"  별도의,   분리하다"
 recipient,"  수령인, 수상자"
 beyond,"  넘어선, 이 후"
 expense,  비용
 exceptionally,  특출나게
 reliably,  믿을만하게
 eventually,  결국에
 instrument,"  도구, 악기"
 special,  특별한
 alert,"  알림,   주의를 주다, 알려주다"
 dedicated,"  헌신적인, 전용의"
 normal,"  일반적인, 일상의"
 reputation,  명성
 research,"  연구, 조사,   조사하다"
 attendee,  참가자
 restrictions,  규제
 remove,  제거하다
 security,  보안
 shortage,  부족
 longer,  더 긴
 subscriber,  정기구독자
 subscription,  정기구독
 suitability,  적합성
 pace,  속도
 disposal,  폐기 (처분)
 height,  높이
 permission,  허가
 predictions,"  기대치, 예측"
 preference,"  선호(도), 우대"
 helpful,  유용한
 profitability,  수익성
 prospect,  전망
 interruption ,  중단
 invitation,  초대(장)
 lack,"  부족,   ~가 부족하다"
" compete with, compete against",  경쟁하다
 objection,"  반대, 이의"
 organization,  기관
 encourage,  장려하다
 prepare,"  준비하다, ~에 대비하다"
 evalute,  평가하다
 exchange,"  교환하다, 교환"
 explain,  설명하다
 urgent,  긴급한
 familiarize,  익숙하게 만들다
 attach,"  부착하다, 첨부하다"
 fund,"  자금,   자금을 조달하다"
 gain,"  얻다,   수익금"
 beginning + 시간어구,  - 부터
 instruct,"  가르치다, 지시하다"
 intend,  의도하다
 setting,  설정
 communicate with,  -와 의사소통하다
 contain,"  담다, 포함하다"
 choose,  선택하다
 cover,  포함하다
 deduct,  공제하다
 delay,"  지연,   지연시키다"
 crowd,"  대중,   북적이다"
 deserve,  받을 자격이 있다
 divide into,"  -로 나뉘다, 나누다"
 list,"  목록,   기재하다"
 modify,"  개조하다, 수정하다"
 name,  임명하다
 observe,"  준수하다, 관측하다"
 pass,"  이용권,   보내다"
 prove,"  증명되다, 판단되다"
 raise,"  인상,   인상하다, 모으다"
 respond to ,"  -에 응답하다, 반응하다"
 essential,  필수적인
 reveal,"  발표하다, 드러내다"
 seating,  좌석
 related,  관련있는
 specify,  설명하다
 share,"  공유하다,   점유(율)"
 substitute,"  교체하다,   교체자, 품"
 tolerate,  견디다
 win,  쟁취하다(이겨서 얻다)
 beside,  옆에
 concerning,  -에 관하여
 adjacent to,  가까이에
 initial ,"  최초의, 처음의"
 in accordance with,"  -에 따라, 준수하여"
 proximity,"  인접(성), 근접"
 transportation,  교통
 usage,  사용
 accompany,  동반하다
 advanced,"  진보, 발전된"
 as of ,  - 부터
 persuasive,  설득력있는
 attribute,  (공으로/ 탓으로) 돌리다
 an array of,  다양한
 drastically,  엄청나게
 perishable,  썩기쉬운
 excess,  과잉
 star,  캐스팅하다
 patronage,  지속적인 거래
 sales,"  판매량, 영업"
 formerly,  이전에
 forecast,  전망
 gradually,  점차적으로
 celebrate,  축하하다
 comparison,  비교
 occupy,"  점유, 차지하다"
 rapidly,  급속히
 succeed,"  계승하다,성공하다"
 resume,  재개하다
consecutive,  연속적인
 regret,  후회하다
 conventional,  전통적인
 distinguished,  차별화된
 coming,  다가올
 institute,"  수립, 설립하다"
 afterward,  이후에
 confident,  확신하는
 compatible,"  -와 호환하는, 어울리는"
 complimentary,  무료의
 commercial,  상업의
 delicate," 섬세한, 정교한"
 in fact,  사실은
 as a matter of fact,  사실
 assistance,  지원
 diligent,  근면한
 disappointed,  실망한
 disposable,  폐기 가능한
 solely,"  유일하게, 오로지"
 finalize,  마무리 짓다
 elaborate,"  정교한, 공들인"
 at that time,  바로 그때
 nothing,  없는 것
 excessive,  과도한
 exempt from,  -가 면제인
 experimental,  실험용의
 appreciative,  감사히 여기는
 feasible,  실행가능성있는
 a range of,  다양한
 reluctant,  꺼리는
foreseeable,  예측가능한
 overdue,  만기가 지난
 clearance,  재고정리
 frustrating,  성가신
 hazardous,  위험한
 imaginable,  상상가능한
 impractical,  비실용적인
 double,  배로 늘리다
 delete,  삭제하다
 in spite of,  그럼에도 불구하고
 informative,  정보가 풍부한
 timely,"  시기 적절한, 늦지않는"
 run,"  운영,작동하다"
 unanticipated,  예상치못한
 urban,  도심의
 unaware,  인식하지 못한
 unexpected,  예상하지 못한
 unfavorable,"  나쁜, 비우호적인"
 inpleasant,  불쾌한
 genuine,  정품의
 variable,  변수가 있는
 various,  다양한
 toward,"  향하여, 무렵에"
 reserve,"  예약하다,보유하다"
 along,  ~를 따라
 forward ,"  전달하다,   앞으로"
 anniversary,  일주년 
 farming,"  경작,농업"
 revision,  수정
 area,  지역
 in this case ,  이런 경우에
 assembly,"  조립,모임"
 asset,  자산
 pertaining to,  ~에 관하여
 attention,  집중
 respectively,  각각
 authorization,  승인
 basis,  단위
 capacity,  수용능력
 care,"  관리, 주의"
 category,  카테고리
 aspect,  면
 commitment,  헌신
 positive,  긍정적인
 markedly,  현저히
 confusion,  혼란
 congestion,  체증
 consent,  동의
 improvements,  개선사항
 satisfactorily,  만족스럽게
 together with ,  -와 함께
 deal,  거래
 defect,  결함
 cost,  비용
 direction,"  관리, 안내, 약도"
 the ones,대  그러한 것들
 discrepancy,"  모순, 불일치"
 nevertheless,  그러나
 agreeable,  동의할 만한
 appoint,  임명하다
 customarily,  보통
 concentration,"  집중, 밀집"
 goal,  목표
 should,  -해야 한다면
 though,  그럼에도 불구하고
 authorize,  승인하다
 absence,"  부재, 결근"
 establishment,"  설립, 건물, 회사"
 element,"  성분, 요소"
 emphasis,  강조
 format,  형태
 ultimately,  궁극적으로
 load,"  짐을 싣다,   짐"
 intent,  의도
 particulars,"  상세내역, 세부사항"
 one another,대  서로서로
 each other,대  서로서로
 excellence,"  뛰어남, 탁월함"
 facility,  시설
 securely,"  안전히, 단단히"
 patronage,  단골거래
 fee,  수수료
 condense,  압축하다
 environment,  환경
 involve,  포함하다
 rate,"  요금, 비율"
 rather,  차라리
 imperative,  불가피한
 locate,"  위치시키다, 찾다"
 demanding,  까다로운
 encounter,"  직면하다, 조우하다"
 accustomed,  익숙한
 marketing,  마케팅
 maximum,"  최대한의,   최대치"
 loss,  손실
 properly,  적절히
 better,"  보다 나은,   더 좋게"
 closing,  마무리하는
 moment,  순간
 often,  종종
 moderately,  중간 정도로
 enthusiastically,  열정적으로
 observation,"  관측, 준수"
 occasion,"  경우, 행사"
 operator,  운영자
 outlook,  전망
 qualify for,  -에 자격을 갖추다
 premises,  (건물)공간
 proof,  증거
 comparable,"  뒤처지지 않는, 필적하는"
 obligation,"  의무, 조항"
 percentage,  비율
 periodical,  정기간행물
 thus,  그러므로
 perspective,  전망
 plenty of,  많은
 as if,  마치 -인 것 처럼
 by the time,  -할 때 쯤에는
 economic,  경제적인
 priority,  우선사항
 ago,  -전에
 comprehend,  이해하다
 concentrated,  집중적인
 conform to,"  준수하다, 따르다"
 decorate,  장식하다
 develop,"  개발하다, 발전시키다"
 convincing,  확신에 찬
 diagnose,  진단하다
 depart,  떠나다
 participation,  참여
 disrupt,"  중단하다, 차단하다"
 preserve ,  보존하다
 above,  -위에
 in the event that,"  -의 경우에, ~를 대비하여"
 per ,  -당
 any other,  다른 어떤
 departure,  출발
 skilled,  능숙한
 equal,  동일한
 endorse,"  서명하다, 승인하다"
 sharp,  급격한
 pressure,  압력
 flexible,"  변동가능한, 탄력적인"
 artificial,"  인공의, 인위적인"
 automatic,  자동의
 beneficial,"  득이되는, 이로운"
 unlike,  -와 다르게
 assignment,  (할당) 업무
 capable,  가능한
 casual,  편안한
 amusing,  놀라운
 responsive,  반응하는
 success,  성공(작)
 testimonials,"  증언, 후기"
 summary,  요약
 up ,  위로
 periodically,  주기적으로
 nonetheless,  그럼에도 불구하고
 ahead,"  우선, 미리"
 transmission,  전송
 acknowledge,"  답신하다, 인정하다"
 adhere to,"  고수하다, 달라붙다"
 unanimously,  만장일치로
 alike,  똑같이
 mutually,  상호적으로
 argue,  주장하다
 orientation,  오리엔테이션
 superior,"  상위의, 보다 우수한"
 assign,  할당하다
 associate,"  제휴하다, 결합하다,   직장동료"
 arise,  발생하다
 budget,"  예산,   예산을 짜다"
 catering,  출장뷔페
 commend,  칭찬하다
 In contrast ,  대조적으로
 for example,  예를 들면
 same ,  동일한
 skillful,  능숙한
 densely,  빽빽하게
 suitable,  적합한
 subsequent,  차후의
 judge,  판단하다
 sustainable,  유지가능한
 growing,"  성장하는, 증가하는"
 ongoing,  진행중인
 amid,  가운데
 apart from,  -로 부터
 risky,  위험 가능성 있는
 protective,  보호용의
 proficient ,  능숙한
 responsible,  책임지는
 represent,"  대신하다, 대리하다"
 no one,대  아무도 아닌
 outline,  간략히 설명하다
 reception,"  환영회, 접수"
 relocate to,  -로 이동시키다
 depending on ,  -에 따라
 vote for ,  -에 찬성하다
 take over,"  떠맡다, 인수하다"
 hesitate,  주저하다
 take place,"  -가 열리다, 개최되다"
 in honor of ,"  -를 기념하여, ~를 추가하여"
 numerous,  많은
 settle,"  해결하다, 정착하다"
 little,  적은
 multiple,  다수의
 main,  주요한
 nearby ,  인근의
 knowledgeable,  지식이 풍부한
 starting,   -부터
 specifications,  세부내역
 search for  ,"  찾다, 탐색하다"
